HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.uid,Input.creative,Input.length,Input.music0,Input.music1,Input.music2,Input.music3,Input.fear,Input.enthusiasm,Input.anger,Input.pride,Input.humor,Input.sadness,Input.yturl,Input.backupurl,Input.vidloc,Answer.Q2,Approve,Reject
382GHPVPHTSFSNLIHGBS8L1I0WW43G,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:37 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:37 PDT 2018,,,3U5JL4WY5LAUU5QQR7NH3LLA65X4XL,AAXX5LDVJ32F8,Approved,Wed Aug 29 18:10:39 PDT 2018,Wed Aug 29 18:18:45 PDT 2018,Sat Sep 01 18:18:45 PDT 2018,2018-09-02 01:19:17 UTC,,,486,100% (28/28),100% (28/28),100% (28/28),iAoq7ldS8i0,GOV/WI BURKE FAIRYTALE AD,30,0,1,1,0,0,0,1,0,0,0,https://www.youtube.com/embed/iAoq7ldS8i0,http://drive.google.com/uc?export=view&id=0B1HiG7Xkn_kvSGZmVm9PNy1VY0E,ITH/ITH_Video/gov2014/WI_Burke/iAoq7ldS8i0.mp4,music_u|music_s|emo_a|emo_P,,
382GHPVPHTSFSNLIHGBS8L1I0WW43G,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:37 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:37 PDT 2018,,,3YDGXNSEO0V4F4PIJZBPNM4HFWK84D,A1YSYI926BBOHW,Approved,Wed Aug 29 17:25:24 PDT 2018,Wed Aug 29 17:26:13 PDT 2018,Sat Sep 01 17:26:13 PDT 2018,2018-09-02 00:26:17 UTC,,,49,100% (80/80),100% (30/30),100% (30/30),iAoq7ldS8i0,GOV/WI BURKE FAIRYTALE AD,30,0,1,1,0,0,0,1,0,0,0,https://www.youtube.com/embed/iAoq7ldS8i0,http://drive.google.com/uc?export=view&id=0B1HiG7Xkn_kvSGZmVm9PNy1VY0E,ITH/ITH_Video/gov2014/WI_Burke/iAoq7ldS8i0.mp4,music_o|music_u|emo_a|emo_P|emo_s,,
385MDVINFDG2M36RU79YJK1YGMHJWT,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:53 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:53 PDT 2018,,,373ERPL3YP9UEUJ4X9IXMBBELNSRT7,ABOEYY9Y0PFRI,Approved,Wed Aug 29 18:07:43 PDT 2018,Wed Aug 29 18:08:24 PDT 2018,Sat Sep 01 18:08:24 PDT 2018,2018-09-02 01:09:17 UTC,,,41,100% (28/28),100% (28/28),100% (28/28),COG1eM-U7HQ,HOUSE/IA03 APPEL IOWA INDEPENDENCE,30,0,0,1,0,0,1,0,0,0,0,https://www.youtube.com/embed/COG1eM-U7HQ,http://drive.google.com/uc?export=view&id=11C7eA_xfG-tc67uWLcGEorj3cmag5shd,ITH/ITH_Video/hou2014/IA03_Appel/COG1eM-U7HQ.mp4,music_u|emo_e|emo_P,,
385MDVINFDG2M36RU79YJK1YGMHJWT,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:53 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:53 PDT 2018,,,3BV8HQ2ZZX2WDFMBZLOIGBUQ1BQ6A0,A62H1UZADLF7Q,Approved,Wed Aug 29 17:20:40 PDT 2018,Wed Aug 29 17:21:31 PDT 2018,Sat Sep 01 17:21:31 PDT 2018,2018-09-02 00:22:17 UTC,,,51,100% (80/80),100% (30/30),100% (30/30),COG1eM-U7HQ,HOUSE/IA03 APPEL IOWA INDEPENDENCE,30,0,0,1,0,0,1,0,0,0,0,https://www.youtube.com/embed/COG1eM-U7HQ,http://drive.google.com/uc?export=view&id=11C7eA_xfG-tc67uWLcGEorj3cmag5shd,ITH/ITH_Video/hou2014/IA03_Appel/COG1eM-U7HQ.mp4,music_u|emo_e|emo_P,,
385MDVINFDG2M36RU79YJK1YGMHJWT,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:53 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:53 PDT 2018,,,3GGAI1SQEWZMVX416FRQB2H0RLVMCB,A1ESCPVSM3GQ95,Approved,Sat Sep 01 01:00:16 PDT 2018,Sat Sep 01 01:00:44 PDT 2018,Tue Sep 04 01:00:44 PDT 2018,2018-09-04 08:00:46 UTC,,,28,100% (10/10),100% (10/10),100% (10/10),COG1eM-U7HQ,HOUSE/IA03 APPEL IOWA INDEPENDENCE,30,0,0,1,0,0,1,0,0,0,0,https://www.youtube.com/embed/COG1eM-U7HQ,http://drive.google.com/uc?export=view&id=11C7eA_xfG-tc67uWLcGEorj3cmag5shd,ITH/ITH_Video/hou2014/IA03_Appel/COG1eM-U7HQ.mp4,music_u|emo_P,,
385MDVINFDG2M36RU79YJK1YGMHJWT,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:53 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:53 PDT 2018,,,3MH9DQ757XDIPHPFH3EVS3J92SKUG1,A1ET2J1PIP0RGO,Approved,Wed Aug 29 17:22:13 PDT 2018,Wed Aug 29 17:30:00 PDT 2018,Sat Sep 01 17:30:00 PDT 2018,2018-09-02 00:30:17 UTC,,,467,100% (60/60),100% (30/30),100% (30/30),COG1eM-U7HQ,HOUSE/IA03 APPEL IOWA INDEPENDENCE,30,0,0,1,0,0,1,0,0,0,0,https://www.youtube.com/embed/COG1eM-U7HQ,http://drive.google.com/uc?export=view&id=11C7eA_xfG-tc67uWLcGEorj3cmag5shd,ITH/ITH_Video/hou2014/IA03_Appel/COG1eM-U7HQ.mp4,music_n,,
385MDVINFDG2M36RU79YJK1YGMHJWT,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:53 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:53 PDT 2018,,,3TMFV4NEP9FGO682T5H8IEN8ZPNW8R,A104V8NZIQFN2F,Approved,Wed Aug 29 18:20:22 PDT 2018,Wed Aug 29 18:21:20 PDT 2018,Sat Sep 01 18:21:20 PDT 2018,2018-09-02 01:22:17 UTC,,,58,100% (58/58),100% (30/30),100% (30/30),COG1eM-U7HQ,HOUSE/IA03 APPEL IOWA INDEPENDENCE,30,0,0,1,0,0,1,0,0,0,0,https://www.youtube.com/embed/COG1eM-U7HQ,http://drive.google.com/uc?export=view&id=11C7eA_xfG-tc67uWLcGEorj3cmag5shd,ITH/ITH_Video/hou2014/IA03_Appel/COG1eM-U7HQ.mp4,music_u|emo_e,,
388CL5C1RKOQK3Z22TZBYW435N9HLT,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:53 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:53 PDT 2018,,,382M9COHEIGK53TOB8O7S0YXPCDEUC,A2HM35CWB7IIFM,Approved,Wed Aug 29 19:05:08 PDT 2018,Wed Aug 29 19:06:10 PDT 2018,Sat Sep 01 19:06:10 PDT 2018,2018-09-02 02:06:17 UTC,,,62,100% (104/104),100% (30/30),100% (30/30),cPY7H8GRXw0,HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,30,0,1,1,0,0,1,1,0,0,0,https://www.youtube.com/embed/cPY7H8GRXw0,http://drive.google.com/uc?export=view&id=1uEYZ5R-jupuCLs_rX6URMu1woquhwffx,ITH/ITH_Video/hou2014/HI01_Takai/cPY7H8GRXw0.mp4,music_u|emo_e,,
388CL5C1RKOQK3Z22TZBYW435N9HLT,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:53 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:53 PDT 2018,,,3HVVDCPGTFT3BVVQB4ARU74BOBITYO,AWTP9JNX0WK2F,Approved,Wed Aug 29 21:16:09 PDT 2018,Wed Aug 29 21:16:48 PDT 2018,Sat Sep 01 21:16:48 PDT 2018,2018-09-02 04:17:18 UTC,,,39,100% (30/30),100% (30/30),100% (30/30),cPY7H8GRXw0,HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,30,0,1,1,0,0,1,1,0,0,0,https://www.youtube.com/embed/cPY7H8GRXw0,http://drive.google.com/uc?export=view&id=1uEYZ5R-jupuCLs_rX6URMu1woquhwffx,ITH/ITH_Video/hou2014/HI01_Takai/cPY7H8GRXw0.mp4,music_o|music_u|emo_P,,
388CL5C1RKOQK3Z22TZBYW435N9HLT,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:53 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:53 PDT 2018,,,3MHW492WW1EIU6A1XWMV1U5PCL6MVR,A2XFO0X6RCS98M,Approved,Wed Aug 29 17:25:16 PDT 2018,Wed Aug 29 17:27:11 PDT 2018,Sat Sep 01 17:27:11 PDT 2018,2018-09-02 00:27:18 UTC,,,115,100% (28/28),100% (28/28),100% (28/28),cPY7H8GRXw0,HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,30,0,1,1,0,0,1,1,0,0,0,https://www.youtube.com/embed/cPY7H8GRXw0,http://drive.google.com/uc?export=view&id=1uEYZ5R-jupuCLs_rX6URMu1woquhwffx,ITH/ITH_Video/hou2014/HI01_Takai/cPY7H8GRXw0.mp4,music_u|emo_e,,
388CL5C1RKOQK3Z22TZBYW435N9HLT,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:53 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:53 PDT 2018,,,3YGXWBAF71I6R7FV0BRUP8005OP4C1,A1965LD689F8U1,Approved,Wed Aug 29 23:21:26 PDT 2018,Wed Aug 29 23:21:43 PDT 2018,Sat Sep 01 23:21:43 PDT 2018,2018-09-02 06:22:20 UTC,,,17,100% (30/30),100% (30/30),100% (30/30),cPY7H8GRXw0,HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,30,0,1,1,0,0,1,1,0,0,0,https://www.youtube.com/embed/cPY7H8GRXw0,http://drive.google.com/uc?export=view&id=1uEYZ5R-jupuCLs_rX6URMu1woquhwffx,ITH/ITH_Video/hou2014/HI01_Takai/cPY7H8GRXw0.mp4,music_u|emo_e,,
388CL5C1RKOQK3Z22TZBYW435N9HLT,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:53 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:53 PDT 2018,,,3ZPPDN2SLWXMLB5LDXTGW4BJCR59EI,AYJGJAIY0EXW,Approved,Wed Aug 29 19:46:28 PDT 2018,Wed Aug 29 19:46:56 PDT 2018,Sat Sep 01 19:46:56 PDT 2018,2018-09-02 02:47:17 UTC,,,28,100% (75/75),100% (28/28),100% (28/28),cPY7H8GRXw0,HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,30,0,1,1,0,0,1,1,0,0,0,https://www.youtube.com/embed/cPY7H8GRXw0,http://drive.google.com/uc?export=view&id=1uEYZ5R-jupuCLs_rX6URMu1woquhwffx,ITH/ITH_Video/hou2014/HI01_Takai/cPY7H8GRXw0.mp4,music_u|emo_P,,
389A2A304PJM6ZZ0R8ZRPLFZPXTC06,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:45 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:45 PDT 2018,,,3483FV8BEFK78CR7M6V3ATBSPPC62B,A3R79CYQ817AV3,Approved,Thu Aug 30 08:34:32 PDT 2018,Thu Aug 30 08:37:40 PDT 2018,Sun Sep 02 08:37:40 PDT 2018,2018-09-02 15:38:24 UTC,,,188,100% (124/124),100% (27/27),100% (27/27),9bAuOfdhUX4,HOUSE/CA52 DCCC&PETERS ACTIONS SPEAK LOUDER THAN WORDS,30,0,0,1,0,0,0,1,0,0,0,https://www.youtube.com/embed/9bAuOfdhUX4,http://drive.google.com/uc?export=view&id=1Vv45F0S5GNs4Lto_M0552tHx5SIU_3Xa,ITH/ITH_Video/hou2014/CA52_Peters/9bAuOfdhUX4.mp4,music_o|music_u|emo_e|emo_a|emo_P,,
389A2A304PJM6ZZ0R8ZRPLFZPXTC06,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:45 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:45 PDT 2018,,,3AQF3RZ559JR963JA1AAUC5HYRGF6Z,A15I7L8DS3FV6U,Approved,Wed Aug 29 20:56:58 PDT 2018,Wed Aug 29 20:57:43 PDT 2018,Sat Sep 01 20:57:43 PDT 2018,2018-09-02 03:58:18 UTC,,,45,100% (50/50),100% (30/30),100% (30/30),9bAuOfdhUX4,HOUSE/CA52 DCCC&PETERS ACTIONS SPEAK LOUDER THAN WORDS,30,0,0,1,0,0,0,1,0,0,0,https://www.youtube.com/embed/9bAuOfdhUX4,http://drive.google.com/uc?export=view&id=1Vv45F0S5GNs4Lto_M0552tHx5SIU_3Xa,ITH/ITH_Video/hou2014/CA52_Peters/9bAuOfdhUX4.mp4,music_o|music_u|emo_a,,
389A2A304PJM6ZZ0R8ZRPLFZPXTC06,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:45 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:45 PDT 2018,,,3N2BF7Y2VRVDC5FHS75RMTEG46VMH1,A2R0YYUAWNT7UD,Approved,Wed Aug 29 17:31:03 PDT 2018,Wed Aug 29 17:31:33 PDT 2018,Sat Sep 01 17:31:33 PDT 2018,2018-09-02 00:32:17 UTC,,,30,100% (50/50),100% (30/30),100% (30/30),9bAuOfdhUX4,HOUSE/CA52 DCCC&PETERS ACTIONS SPEAK LOUDER THAN WORDS,30,0,0,1,0,0,0,1,0,0,0,https://www.youtube.com/embed/9bAuOfdhUX4,http://drive.google.com/uc?export=view&id=1Vv45F0S5GNs4Lto_M0552tHx5SIU_3Xa,ITH/ITH_Video/hou2014/CA52_Peters/9bAuOfdhUX4.mp4,music_s|emo_e|emo_a,,
389A2A304PJM6ZZ0R8ZRPLFZPXTC06,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:45 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:45 PDT 2018,,,3R0T90IZ1TDM3N8FVCTVYXX3VSNGCN,A3GM78FCDY293T,Approved,Wed Aug 29 19:41:48 PDT 2018,Wed Aug 29 19:43:41 PDT 2018,Sat Sep 01 19:43:41 PDT 2018,2018-09-02 02:44:17 UTC,,,113,100% (47/47),100% (26/26),100% (26/26),9bAuOfdhUX4,HOUSE/CA52 DCCC&PETERS ACTIONS SPEAK LOUDER THAN WORDS,30,0,0,1,0,0,0,1,0,0,0,https://www.youtube.com/embed/9bAuOfdhUX4,http://drive.google.com/uc?export=view&id=1Vv45F0S5GNs4Lto_M0552tHx5SIU_3Xa,ITH/ITH_Video/hou2014/CA52_Peters/9bAuOfdhUX4.mp4,music_o|music_u|emo_e|emo_a,,
389A2A304PJM6ZZ0R8ZRPLFZPXTC06,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:45 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:45 PDT 2018,,,3Z7ISHFUH1WKI1D74S1FHIHQGRW8ZY,A2M5VW97GIYLHB,Approved,Wed Aug 29 19:43:02 PDT 2018,Wed Aug 29 19:44:04 PDT 2018,Sat Sep 01 19:44:04 PDT 2018,2018-09-02 02:44:17 UTC,,,62,100% (59/59),100% (30/30),100% (30/30),9bAuOfdhUX4,HOUSE/CA52 DCCC&PETERS ACTIONS SPEAK LOUDER THAN WORDS,30,0,0,1,0,0,0,1,0,0,0,https://www.youtube.com/embed/9bAuOfdhUX4,http://drive.google.com/uc?export=view&id=1Vv45F0S5GNs4Lto_M0552tHx5SIU_3Xa,ITH/ITH_Video/hou2014/CA52_Peters/9bAuOfdhUX4.mp4,music_u|emo_e,,
38B7Q9C28H6FMCECHD5HWWOIWFC69K,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:32 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:32 PDT 2018,,,36PW28KO40X0QUFQ537GSZM3I9CAEN,A3UWM3KJYEL5XU,Approved,Wed Aug 29 17:09:14 PDT 2018,Wed Aug 29 17:15:46 PDT 2018,Sat Sep 01 17:15:46 PDT 2018,2018-09-02 00:16:17 UTC,,,392,100% (28/28),100% (28/28),100% (28/28),0OD90PfCLJU,HOUSE/AZ02 BARBER RISING COLLEGE TUITION COSTS,30,0,0,0,1,1,0,1,0,0,0,https://www.youtube.com/embed/0OD90PfCLJU,http://drive.google.com/uc?export=view&id=1w53ktg32c_3WLI5BgOD3SdHn1FVdQAyA,ITH/ITH_Video/hou2014/AZ02_Barber/0OD90PfCLJU.mp4,music_o|emo_f,,
38B7Q9C28H6FMCECHD5HWWOIWFC69K,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:32 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:32 PDT 2018,,,3DUZQ9U6SNPLS1N6HTIHD34V4AOSV9,AMUC6OI4A2GY4,Approved,Wed Aug 29 17:28:00 PDT 2018,Wed Aug 29 17:28:57 PDT 2018,Sat Sep 01 17:28:57 PDT 2018,2018-09-02 00:29:17 UTC,,,57,100% (30/30),100% (30/30),100% (30/30),0OD90PfCLJU,HOUSE/AZ02 BARBER RISING COLLEGE TUITION COSTS,30,0,0,0,1,1,0,1,0,0,0,https://www.youtube.com/embed/0OD90PfCLJU,http://drive.google.com/uc?export=view&id=1w53ktg32c_3WLI5BgOD3SdHn1FVdQAyA,ITH/ITH_Video/hou2014/AZ02_Barber/0OD90PfCLJU.mp4,music_o|emo_f|emo_e,,
38B7Q9C28H6FMCECHD5HWWOIWFC69K,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:32 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:32 PDT 2018,,,3JJVG1YBECY5DLRP0GE9JG0WNY65BK,A1SN0UU3V61IIM,Approved,Wed Aug 29 18:42:13 PDT 2018,Wed Aug 29 18:42:59 PDT 2018,Sat Sep 01 18:42:59 PDT 2018,2018-09-02 01:43:17 UTC,,,46,100% (54/54),100% (30/30),100% (30/30),0OD90PfCLJU,HOUSE/AZ02 BARBER RISING COLLEGE TUITION COSTS,30,0,0,0,1,1,0,1,0,0,0,https://www.youtube.com/embed/0OD90PfCLJU,http://drive.google.com/uc?export=view&id=1w53ktg32c_3WLI5BgOD3SdHn1FVdQAyA,ITH/ITH_Video/hou2014/AZ02_Barber/0OD90PfCLJU.mp4,music_o|emo_f,,
38B7Q9C28H6FMCECHD5HWWOIWFC69K,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:32 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:32 PDT 2018,,,3KAKFY4PGV3CMEIRS7IXQ66P4S0I3H,A2HM35CWB7IIFM,Approved,Wed Aug 29 19:00:11 PDT 2018,Wed Aug 29 19:01:22 PDT 2018,Sat Sep 01 19:01:22 PDT 2018,2018-09-02 02:02:17 UTC,,,71,100% (104/104),100% (30/30),100% (30/30),0OD90PfCLJU,HOUSE/AZ02 BARBER RISING COLLEGE TUITION COSTS,30,0,0,0,1,1,0,1,0,0,0,https://www.youtube.com/embed/0OD90PfCLJU,http://drive.google.com/uc?export=view&id=1w53ktg32c_3WLI5BgOD3SdHn1FVdQAyA,ITH/ITH_Video/hou2014/AZ02_Barber/0OD90PfCLJU.mp4,music_o|emo_f|emo_a|emo_s,,
38B7Q9C28H6FMCECHD5HWWOIWFC69K,36GQ890RQ9SK3Q32SU6U22GMP9CP6H,Ad Music and Emotion Classification - 30 sec. videos,Watch 30 sec. video of election campaign ad and answer two simple questions about the kinds of music and emotional appeals used. Expected completion time is 1.5 minutes for each HIT. You can take up to 30 of our HITs,"video, campaign, advertisement, classification, music, emotion",$0.23,Wed Aug 29 17:07:32 PDT 2018,5,BatchId:3356447;OriginalHitTemplateId:920937332;,600,259200,Wed Sep 05 17:07:32 PDT 2018,,,3OS46CRSLG0G53P9AGFECY83MLT6V3,A3BHRFFG75X3GO,Approved,Wed Aug 29 17:44:37 PDT 2018,Wed Aug 29 17:45:16 PDT 2018,Sat Sep 01 17:45:16 PDT 2018,2018-09-02 00:45:17 UTC,,,39,100% (53/53),100% (29/29),100% (29/29),0OD90PfCLJU,HOUSE/AZ02 BARBER RISING COLLEGE TUITION COSTS,30,0,0,0,1,1,0,1,0,0,0,https://www.youtube.com/embed/0OD90PfCLJU,http://drive.google.com/uc?export=view&id=1w53ktg32c_3WLI5BgOD3SdHn1FVdQAyA,ITH/ITH_Video/hou2014/AZ02_Barber/0OD90PfCLJU.mp4,music_o|music_s|emo_f|emo_a|emo_s,,
