creative,uid,feature,model,train,tone
HOUSE/HI01 TAKAI FROM FDR TO LBJ,wquw_0GPJxo,music,knn,0,0
HOUSE/HI01 TAKAI FROM FDR TO LBJ,wquw_0GPJxo,music,rf,0,1
HOUSE/HI01 TAKAI FROM FDR TO LBJ,wquw_0GPJxo,music,nb,0,0
HOUSE/HI01 TAKAI FROM FDR TO LBJ,wquw_0GPJxo,both,lsvm,0,1
HOUSE/HI01 TAKAI FROM FDR TO LBJ,wquw_0GPJxo,both,nsvm,0,1
HOUSE/HI01 TAKAI FROM FDR TO LBJ,wquw_0GPJxo,both,knn,0,1
HOUSE/HI01 TAKAI FROM FDR TO LBJ,wquw_0GPJxo,both,rf,0,1
HOUSE/HI01 TAKAI FROM FDR TO LBJ,wquw_0GPJxo,both,nb,0,0
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,text,lsvm,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,text,nsvm,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,text,knn,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,text,rf,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,text,nb,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,music,lsvm,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,music,nsvm,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,music,knn,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,music,rf,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,music,nb,1,0
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,both,lsvm,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,both,nsvm,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,both,knn,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,both,rf,1,1
HOUSE/HI01 TAKAI SWAM,TeBbu_aKYeE,both,nb,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,text,lsvm,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,text,nsvm,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,text,knn,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,text,rf,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,text,nb,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,music,lsvm,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,music,nsvm,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,music,knn,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,music,rf,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,music,nb,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,both,lsvm,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,both,nsvm,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,both,knn,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,both,rf,1,1
HOUSE/HI01 TAKAI TAMMY DUCKWORTH,QWtWl8zLZeE,both,nb,1,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,text,lsvm,0,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,text,nsvm,0,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,text,knn,0,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,text,rf,0,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,text,nb,0,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,music,lsvm,0,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,music,nsvm,0,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,music,knn,0,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,music,rf,0,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,music,nb,0,0
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,both,lsvm,0,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,both,nsvm,0,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,both,knn,0,0
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,both,rf,0,1
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,both,nb,0,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,text,lsvm,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,text,nsvm,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,text,knn,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,text,rf,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,text,nb,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,music,lsvm,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,music,nsvm,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,music,knn,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,music,rf,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,music,nb,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,both,lsvm,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,both,nsvm,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,both,knn,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,both,rf,1,1
HOUSE/IA01 BLUM JANET,2zMou4-aXFo,both,nb,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,text,lsvm,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,text,nsvm,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,text,knn,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,text,rf,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,text,nb,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,music,lsvm,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,music,nsvm,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,music,knn,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,music,rf,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,music,nb,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,both,lsvm,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,both,nsvm,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,both,knn,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,both,rf,1,1
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,both,nb,1,1
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,text,lsvm,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,text,nsvm,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,text,knn,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,text,rf,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,text,nb,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,music,lsvm,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,music,nsvm,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,music,knn,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,music,rf,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,music,nb,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,both,lsvm,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,both,nsvm,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,both,knn,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,both,rf,1,0
HOUSE/IA01 DCCC&MURPHY CUT TO THE CHASE,snMjJO1DSeY,both,nb,1,0
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,text,lsvm,1,0
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,text,nsvm,1,0
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,text,knn,1,0
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,text,rf,1,0
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,text,nb,1,0
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,music,lsvm,1,0
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,music,nsvm,1,1
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,music,knn,1,1
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,music,rf,1,1
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,music,nb,1,0
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,both,lsvm,1,0
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,both,nsvm,1,0
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,both,knn,1,1
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,both,rf,1,1
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,both,nb,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,text,lsvm,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,text,nsvm,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,text,knn,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,text,rf,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,text,nb,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,music,lsvm,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,music,nsvm,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,music,knn,1,1
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,music,rf,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,music,nb,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,both,lsvm,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,both,nsvm,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,both,knn,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,both,rf,1,0
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,both,nb,1,0
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,text,lsvm,0,1
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,text,nsvm,0,0
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,text,knn,0,1
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,text,rf,0,1
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,text,nb,0,1
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,music,lsvm,0,0
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,music,nsvm,0,1
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,music,knn,0,1
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,music,rf,0,1
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,music,nb,0,0
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,both,lsvm,0,0
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,both,nsvm,0,0
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,both,knn,0,1
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,both,rf,0,1
HOUSE/IA01 MURPHY SHARON,VmSkhHHihDI,both,nb,0,0
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,text,lsvm,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,text,nsvm,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,text,knn,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,text,rf,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,text,nb,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,music,lsvm,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,music,nsvm,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,music,knn,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,music,rf,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,music,nb,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,both,lsvm,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,both,nsvm,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,both,knn,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,both,rf,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,both,nb,1,1
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,text,lsvm,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,text,nsvm,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,text,knn,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,text,rf,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,text,nb,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,music,lsvm,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,music,nsvm,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,music,knn,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,music,rf,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,music,nb,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,both,lsvm,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,both,nsvm,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,both,knn,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,both,rf,1,0
HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR,ESewpV1pzV8,both,nb,1,0
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,text,lsvm,1,1
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,text,nsvm,1,1
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,text,knn,1,1
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,text,rf,1,1
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,text,nb,1,1
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,music,lsvm,1,0
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,music,nsvm,1,0
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,music,knn,1,0
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,music,rf,1,1
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,music,nb,1,0
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,both,lsvm,1,1
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,both,nsvm,1,1
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,both,knn,1,0
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,both,rf,1,1
HOUSE/IA02 ARCHER NEXT GENERATION,q8tZOdGIjHA,both,nb,1,0
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,text,lsvm,0,0
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,text,nsvm,0,0
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,text,knn,0,0
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,text,rf,0,0
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,text,nb,0,0
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,music,lsvm,0,0
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,music,nsvm,0,0
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,music,knn,0,0
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,music,rf,0,1
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,music,nb,0,0
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,both,lsvm,0,0
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,both,nsvm,0,0
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,both,knn,0,1
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,both,rf,0,1
HOUSE/IA02 DCCC&LOEBSACK OUTSOURCING,sPlNlna0Xeo,both,nb,0,0
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,text,lsvm,1,0
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,text,nsvm,1,0
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,text,knn,1,1
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,text,rf,1,1
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,text,nb,1,0
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,music,lsvm,1,0
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,music,nsvm,1,0
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,music,knn,1,1
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,music,rf,1,0
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,music,nb,1,0
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,both,lsvm,1,0
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,both,nsvm,1,0
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,both,knn,1,0
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,both,rf,1,0
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,both,nb,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,text,lsvm,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,text,nsvm,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,text,knn,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,text,rf,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,text,nb,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,music,lsvm,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,music,nsvm,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,music,knn,1,1
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,music,rf,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,music,nb,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,both,lsvm,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,both,nsvm,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,both,knn,1,1
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,both,rf,1,0
HOUSE/IA02 LOEBSACK ARCHER WHOA,y4Op6NofnHo,both,nb,1,0
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,text,lsvm,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,text,nsvm,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,text,knn,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,text,rf,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,text,nb,0,0
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,music,lsvm,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,music,nsvm,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,music,knn,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,music,rf,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,music,nb,0,0
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,both,lsvm,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,both,nsvm,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,both,knn,0,0
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,both,rf,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,both,nb,0,0
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,text,lsvm,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,text,nsvm,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,text,knn,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,text,rf,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,text,nb,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,music,lsvm,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,music,nsvm,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,music,knn,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,music,rf,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,music,nb,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,both,lsvm,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,both,nsvm,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,both,knn,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,both,rf,1,1
HOUSE/IA02 LOEBSACK WHAT'S RIGHT,wGFfUpocfno,both,nb,1,1
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,text,lsvm,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,text,nsvm,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,text,knn,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,text,rf,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,text,nb,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,music,lsvm,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,music,nsvm,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,music,knn,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,music,rf,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,music,nb,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,both,lsvm,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,both,nsvm,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,both,knn,1,1
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,both,rf,1,0
HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE,q9h6X8BeB-8,both,nb,1,0
HOUSE/IA02 MILLER-MEEKS LOEBSACK VOTED FOR OBAMACARE,CDbuGrKOpXw,text,lsvm,1,0
HOUSE/IA02 MILLER-MEEKS LOEBSACK VOTED FOR OBAMACARE,CDbuGrKOpXw,text,nsvm,1,0
HOUSE/IA02 MILLER-MEEKS LOEBSACK VOTED FOR OBAMACARE,CDbuGrKOpXw,text,knn,1,0
HOUSE/IA02 MILLER-MEEKS LOEBSACK VOTED FOR OBAMACARE,CDbuGrKOpXw,text,rf,1,0
HOUSE/IA02 MILLER-MEEKS LOEBSACK VOTED FOR OBAMACARE,CDbuGrKOpXw,text,nb,1,0
HOUSE/IA02 MILLER-MEEKS LOEBSACK VOTED FOR OBAMACARE,CDbuGrKOpXw,music,lsvm,1,0
HOUSE/IA02 MILLER-MEEKS LOEBSACK VOTED FOR OBAMACARE,CDbuGrKOpXw,music,nsvm,1,0
HOUSE/IA02 MILLER-MEEKS LOEBSACK VOTED FOR OBAMACARE,CDbuGrKOpXw,music,knn,1,0
